Delay,Tasks,STasks,OS_Threads,Execution_Time_sec,Warmup_sec,cumulative,phases,objects,pending_accesses,pending_misses,stack_recycles,stack_unbinds,stolen_from_pending,stolen_from_staged,stolen_to_pending,stolen_to_staged,task_duration,task_overhead,phase_duration,phase_overhead,resident,virtual,TOT_CYC,TOT_INS,L2_TCM,L2_TCA,L3_TCM,L3_TCA,idle_rate
2, 5000000, 0, 1, 13.771131086, 0.744924854, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2264, 478, 2264, 478, 660721664, 791527424, 51279935868, 67397899136, 58968413, 150742059, 2628662, 58968571, 1745
2, 5000000, 0, 1, 13.769059859, 0.738846465, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2262, 479, 2262, 479, 660717568, 791531520, 51275131614, 67396459337, 58564327, 151483390, 2681358, 58564471, 1748
2, 5000000, 0, 1, 13.749578905, 0.739220634, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2266, 476, 2266, 476, 660721664, 791527424, 51201940223, 67391809013, 58226678, 150418639, 2616576, 58226840, 1737
2, 5000000, 0, 1, 13.747223036, 0.739820219, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2264, 475, 2264, 475, 660721664, 791531520, 51193297027, 67402828384, 59095671, 151740034, 2759360, 59095828, 1734
2, 5000000, 0, 1, 13.776503768, 0.739696111, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2262, 481, 2262, 481, 660717568, 791531520, 51304820417, 67406877986, 58426470, 150947999, 2628511, 58426617, 1753
2, 5000000, 0, 1, 13.779287606, 0.743724108, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2265, 481, 2265, 481, 660725760, 791527424, 51319001587, 67405258497, 59031524, 151616237, 2729381, 59031664, 1752
2, 5000000, 0, 1, 13.774825389, 0.738678769, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2263, 480, 2263, 480, 660717568, 791531520, 51297403162, 67411278291, 58838993, 152328597, 2703980, 58839137, 1751
2, 5000000, 0, 1, 13.793413689, 0.738006907, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2265, 483, 2265, 483, 660705280, 791515136, 50958109611, 66972522041, 59563191, 151742373, 2689744, 59563354, 1760
2, 5000000, 0, 1, 13.772055621, 0.738540601, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2520, 534, 2520, 534, 660729856, 791531520, 51285914922, 67410998701, 58655407, 151946603, 2722643, 58655544, 1749
2, 5000000, 0, 1, 13.773825914, 0.74321316, 5000020, 5000027, 130, 10100051, 5100012, 4999902, 550006, 0, 0, 0, 0, 2264, 480, 2264, 480, 660721664, 791527424, 51294539529, 67409514497, 58671507, 151549586, 2656769, 58671628, 1749
4, 2500000, 0, 1, 11.899550029, 0.369699668, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4265, 481, 4265, 481, 338444288, 469422080, 44667986413, 59429926206, 29527691, 76278242, 1388034, 29527820, 1013
4, 2500000, 0, 1, 11.905463099, 0.369508012, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4267, 483, 4267, 483, 338460672, 469434368, 44701080717, 59451071256, 30159395, 76931433, 1381183, 30159522, 1018
4, 2500000, 0, 1, 11.904379839, 0.36946264, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4266, 483, 4266, 483, 338468864, 469434368, 44697843183, 59451248346, 29693414, 76638647, 1374071, 29693587, 1018
4, 2500000, 0, 1, 11.908880156, 0.373744563, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4262, 482, 4262, 482, 338444288, 469417984, 44714180877, 59446133326, 29971323, 76202660, 1349048, 29971453, 1017
4, 2500000, 0, 1, 11.904155394, 0.370115104, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4261, 482, 4261, 482, 338452480, 469422080, 44693643063, 59446295782, 29515642, 76475741, 1377477, 29515804, 1017
4, 2500000, 0, 1, 11.909076018, 0.372295752, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4262, 483, 4262, 483, 338460672, 469434368, 44712856017, 59450790718, 29581648, 76352140, 1351000, 29581788, 1019
4, 2500000, 0, 1, 11.889338934, 0.369725906, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4261, 476, 4261, 476, 338456576, 469438464, 44642083110, 59450414568, 29712534, 76591323, 1416540, 29712689, 1005
4, 2500000, 0, 1, 11.896864913, 0.369443637, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4265, 480, 4265, 480, 338464768, 469438464, 44668585910, 59447566492, 29634191, 76347920, 1419608, 29634338, 1012
4, 2500000, 0, 1, 11.896089653, 0.370319579, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4737, 533, 4737, 533, 338456576, 469434368, 44668067924, 59442895728, 29925476, 75939124, 1360577, 29925708, 1011
4, 2500000, 0, 1, 11.907749171, 0.370043011, 2500020, 2500027, 130, 5050051, 2550012, 2499902, 275006, 0, 0, 0, 0, 4260, 483, 4260, 483, 338468864, 469434368, 44710981207, 59447612186, 29701882, 76180805, 1340557, 29702037, 1019
5, 2000000, 0, 1, 11.524476441, 0.296256479, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5259, 481, 5259, 481, 274001920, 405012480, 43355457916, 57855378940, 23932163, 60958858, 1082641, 23932316, 838
5, 2000000, 0, 1, 11.525374746, 0.295872838, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5269, 482, 5269, 482, 274010112, 405016576, 43361153646, 57858453634, 23905110, 61408043, 1132822, 23905247, 838
5, 2000000, 0, 1, 11.521038273, 0.297556787, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5258, 477, 5258, 477, 273993728, 404996096, 43345134978, 57848178452, 23476696, 60790840, 1089415, 23476861, 832
5, 2000000, 0, 1, 11.507027856, 0.296403956, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5255, 471, 5255, 471, 274006016, 405016576, 43289128012, 57852863275, 23743186, 60974423, 1107295, 23743341, 823
5, 2000000, 0, 1, 11.521381068, 0.296059741, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5255, 479, 5255, 479, 274010112, 405016576, 43346471165, 57852786103, 24182969, 61079246, 1125014, 24183104, 835
5, 2000000, 0, 1, 11.53377904, 0.299505241, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5265, 483, 5265, 483, 274001920, 405012480, 43387942284, 57851161044, 23598211, 60808412, 1074744, 23598361, 840
5, 2000000, 0, 1, 11.522008685, 0.295792447, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5259, 480, 5259, 480, 274001920, 405012480, 43348912815, 57854985317, 24001147, 61150947, 1120104, 24001299, 836
5, 2000000, 0, 1, 11.527711494, 0.29734133, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5803, 531, 5803, 531, 274010112, 405012480, 43370700605, 57854520185, 23749880, 61062310, 1118189, 23750039, 838
5, 2000000, 0, 1, 11.528691017, 0.296275226, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5258, 482, 5258, 482, 273985536, 404996096, 43196609265, 57643631368, 23799599, 61250298, 1105408, 23799737, 839
5, 2000000, 0, 1, 11.529385596, 0.298779646, 2000020, 2000027, 130, 4040051, 2040012, 1999902, 220006, 0, 0, 0, 0, 5267, 482, 5267, 482, 274001920, 405012480, 43375920418, 57852140771, 23781600, 61057858, 1071401, 23781768, 838
8, 1250000, 0, 1, 10.94517827, 0.186662422, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8254, 475, 8253, 475, 177315840, 307924992, 41308033449, 55420500893, 15062713, 38574670, 676628, 15062846, 544
8, 1250000, 0, 1, 10.950770773, 0.185001298, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8241, 481, 8241, 481, 177307648, 307924992, 41281811840, 55348549473, 14948819, 38373530, 686198, 14948962, 552
8, 1250000, 0, 1, 10.956115223, 0.185909286, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8256, 483, 8256, 483, 177307648, 307924992, 41349471616, 55415312200, 15015132, 38692386, 685947, 15015280, 553
8, 1250000, 0, 1, 10.947973087, 0.18591382, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8248, 477, 8248, 477, 177307648, 307920896, 41317891225, 55417330398, 15442546, 38753839, 696190, 15442687, 546
8, 1250000, 0, 1, 10.957749962, 0.185283393, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8240, 484, 8240, 484, 177315840, 307924992, 41355800268, 55420440299, 15148973, 38741084, 694457, 15149112, 555
8, 1250000, 0, 1, 10.953246869, 0.18559709, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8261, 482, 8261, 482, 177319936, 307920896, 41337093268, 55418804039, 15147114, 38512910, 699711, 15147261, 551
8, 1250000, 0, 1, 10.953610709, 0.184917138, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8252, 482, 8252, 482, 177319936, 307924992, 41339160639, 55418875685, 14981375, 38623386, 692673, 14981524, 552
8, 1250000, 0, 1, 10.955190403, 0.185330071, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8249, 483, 8249, 483, 177311744, 307924992, 41347094717, 55414822073, 15175227, 38520677, 693690, 15175389, 553
8, 1250000, 0, 1, 10.944717991, 0.185122481, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8251, 475, 8251, 475, 177307648, 307920896, 41307012883, 55421101318, 14930799, 38595195, 686978, 14930933, 544
8, 1250000, 0, 1, 10.95497003, 0.184965252, 1250020, 1250027, 130, 2525051, 1275012, 1249902, 137506, 0, 0, 0, 0, 8250, 484, 8250, 484, 177319936, 307924992, 41348075498, 55417728308, 14913632, 38611522, 680742, 14913765, 554
10, 1000000, 0, 1, 10.758895261, 0.148655203, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10242, 483, 10242, 483, 145084416, 276172800, 40649917021, 54581854710, 12223719, 31044953, 569857, 12223860, 450
10, 1000000, 0, 1, 10.761349493, 0.148432044, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10215, 484, 10215, 484, 145092608, 276172800, 40657937909, 54583055190, 12019697, 31082207, 555796, 12019824, 453
10, 1000000, 0, 1, 10.757498026, 0.149238536, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10232, 481, 10232, 481, 145092608, 276172800, 40642947745, 54576279983, 12159575, 31044045, 584044, 12159711, 449
10, 1000000, 0, 1, 10.760601497, 0.149023421, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10235, 484, 10235, 484, 145084416, 276168704, 40655371173, 54584566441, 12121602, 31157054, 560380, 12121755, 452
10, 1000000, 0, 1, 10.757141756, 0.147989374, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10232, 482, 10232, 482, 145104896, 276189184, 40645480460, 54582339536, 12218167, 30936098, 567904, 12218316, 449
10, 1000000, 0, 1, 10.759844769, 0.14858816, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10248, 484, 10248, 484, 145092608, 276168704, 40653833340, 54583549085, 12172913, 31148521, 582971, 12173058, 451
10, 1000000, 0, 1, 10.760435673, 0.148517898, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10224, 484, 10224, 484, 145084416, 276172800, 40658590119, 54583110984, 12182464, 31020465, 549754, 12182621, 452
10, 1000000, 0, 1, 10.747962541, 0.149012567, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10251, 473, 10251, 473, 145084416, 276172800, 40611877561, 54580886288, 12072048, 30866125, 553301, 12072206, 441
10, 1000000, 0, 1, 10.755379091, 0.148206532, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 11399, 535, 11399, 535, 145088512, 276172800, 40638958868, 54580673102, 12076693, 30807589, 547493, 12076834, 448
10, 1000000, 0, 1, 10.760744932, 0.148276326, 1000020, 1000027, 130, 2020051, 1020012, 999902, 110006, 0, 0, 0, 0, 10231, 484, 10231, 484, 145084416, 276172800, 40655929668, 54581608002, 12220963, 31110720, 567913, 12221103, 452
20, 500000, 0, 1, 10.382252453, 0.074493224, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20198, 485, 20198, 485, 80642048, 211750912, 39324865694, 52989554571, 6196386, 15926432, 294922, 6196531, 234
20, 500000, 0, 1, 10.381771106, 0.074803629, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20227, 483, 20227, 483, 80633856, 211750912, 39322862958, 52989684037, 6223761, 15866011, 301643, 6223908, 233
20, 500000, 0, 1, 10.383143145, 0.074696992, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20231, 486, 20231, 486, 80642048, 211750912, 39324922015, 52987573436, 6426497, 15855462, 291974, 6426642, 234
20, 500000, 0, 1, 10.382253099, 0.074523548, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20200, 484, 20200, 484, 80633856, 211750912, 39323574425, 52990622711, 6126850, 15904663, 294400, 6126987, 234
20, 500000, 0, 1, 10.382183494, 0.074850385, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20187, 483, 20187, 483, 80650240, 211767296, 39323592952, 52988554681, 6209908, 15817599, 285336, 6210065, 233
20, 500000, 0, 1, 10.381470339, 0.074726204, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20139, 481, 20139, 481, 80642048, 211746816, 39316676356, 52982174326, 6238967, 15907887, 298150, 6239098, 233
20, 500000, 0, 1, 10.384688263, 0.075045695, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20222, 488, 20222, 488, 80633856, 211746816, 39333925628, 52990267950, 6328676, 15981889, 302021, 6328844, 235
20, 500000, 0, 1, 10.384077291, 0.074552106, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20231, 488, 20231, 488, 80658432, 211767296, 39329942311, 52990819107, 6226611, 15999057, 285797, 6226753, 235
20, 500000, 0, 1, 10.384209747, 0.07484517, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20197, 487, 20196, 487, 80646144, 211746816, 39331410643, 52989797760, 6259653, 15908433, 302526, 6259785, 235
20, 500000, 0, 1, 10.38367782, 0.074933426, 500020, 500027, 130, 1010051, 510012, 499902, 55006, 0, 0, 0, 0, 20171, 485, 20171, 485, 80650240, 211763200, 39326295746, 52988398857, 6243915, 15928531, 287575, 6244059, 235
25, 400000, 0, 1, 10.311682871, 0.060321843, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25169, 494, 25169, 494, 67751936, 198115328, 38331117058, 51685982411, 5004446, 12801182, 241905, 5004578, 192
25, 400000, 0, 1, 10.306613207, 0.05954575, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25199, 486, 25198, 486, 67731456, 198103040, 39053653476, 52660647389, 5012062, 12844693, 245181, 5012230, 189
25, 400000, 0, 1, 10.303897719, 0.060045989, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25213, 479, 25213, 479, 67731456, 198103040, 39044936968, 52666057382, 5058264, 12886969, 232873, 5058413, 186
25, 400000, 0, 1, 10.307029935, 0.059801763, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25198, 487, 25198, 487, 67747840, 198115328, 39060323558, 52667665681, 4984387, 12881985, 232970, 4984534, 189
25, 400000, 0, 1, 10.306504341, 0.059858249, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25223, 486, 25222, 486, 67731456, 198103040, 39055423334, 52666912811, 4987364, 12849576, 242075, 4987511, 189
25, 400000, 0, 1, 10.303623774, 0.06022742, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25141, 476, 25140, 476, 67735552, 198103040, 39044445070, 52666160322, 5130398, 12842496, 246767, 5130549, 186
25, 400000, 0, 1, 10.306505433, 0.059506465, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25170, 486, 25169, 486, 67747840, 198119424, 39054273947, 52663513610, 5086789, 12809299, 235157, 5086909, 189
25, 400000, 0, 1, 10.306760577, 0.060015129, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 28081, 541, 28081, 541, 67743744, 198115328, 39056328752, 52666851557, 5026575, 12859855, 244227, 5026722, 189
25, 400000, 0, 1, 10.303708583, 0.059502243, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25188, 480, 25187, 480, 67751936, 198119424, 39047423370, 52666541930, 5161966, 12849965, 235122, 5162118, 187
25, 400000, 0, 1, 10.306565429, 0.060197917, 400020, 400027, 130, 808051, 408012, 399902, 44006, 0, 0, 0, 0, 25177, 485, 25177, 485, 67731456, 198103040, 39057449462, 52668141349, 5032575, 12857974, 236358, 5032730, 189
40, 250000, 0, 1, 10.19456361, 0.037569312, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40194, 489, 40193, 489, 48398336, 179077120, 38663645597, 52194509096, 3321938, 8261931, 153292, 3322077, 120
40, 250000, 0, 1, 10.194524647, 0.037233907, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40143, 490, 40142, 490, 48394240, 179077120, 38663877991, 52195113696, 3232610, 8300405, 152348, 3232739, 120
40, 250000, 0, 1, 10.194984006, 0.037555019, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40138, 490, 40137, 490, 48398336, 179081216, 38490566665, 51962288733, 3213003, 8230383, 146471, 3213144, 120
40, 250000, 0, 1, 10.19368235, 0.037564156, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40127, 486, 40126, 486, 48398336, 179081216, 38660983871, 52194332058, 3289688, 8219318, 149860, 3289841, 119
40, 250000, 0, 1, 10.193908477, 0.037609062, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40198, 486, 40197, 486, 48402432, 179081216, 38659446775, 52193005173, 3152947, 8260760, 142466, 3153111, 119
40, 250000, 0, 1, 10.191849187, 0.037530834, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40139, 479, 40137, 479, 48402432, 179077120, 38653114507, 52193387786, 3189838, 8271218, 149108, 3189987, 117
40, 250000, 0, 1, 10.193611292, 0.037342842, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40071, 485, 40070, 485, 48406528, 179081216, 38660079573, 52194229558, 3265650, 8207134, 144977, 3265775, 119
40, 250000, 0, 1, 10.194940035, 0.038021923, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40119, 489, 40117, 489, 48398336, 179077120, 38663552084, 52194127090, 3175278, 8270614, 147426, 3175411, 120
40, 250000, 0, 1, 10.193855753, 0.037414822, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40129, 487, 40128, 487, 48398336, 179077120, 38608304459, 52124476174, 3173036, 8262228, 143686, 3173181, 119
40, 250000, 0, 1, 10.194472764, 0.037525484, 250020, 250027, 130, 505051, 255012, 249902, 27506, 0, 0, 0, 0, 40085, 489, 40084, 489, 48398336, 179081216, 38663128985, 52194758141, 3202771, 8271569, 146454, 3202921, 120
50, 200000, 0, 1, 10.154869032, 0.029967655, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50071, 488, 50069, 488, 41943040, 172769280, 38467791068, 51954077173, 2576721, 6673192, 111021, 2576865, 96
50, 200000, 0, 1, 10.155896233, 0.030013037, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 55269, 542, 55267, 542, 41959424, 172789760, 38527416665, 52029326312, 2667323, 6679760, 114011, 2667468, 97
50, 200000, 0, 1, 10.154839115, 0.030133911, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50105, 488, 50103, 488, 41955328, 172789760, 38518571973, 52021168501, 2580356, 6662703, 113507, 2580487, 96
50, 200000, 0, 1, 10.15474982, 0.02989926, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50122, 488, 50120, 488, 41955328, 172789760, 38523970540, 52029861000, 2554783, 6638777, 110014, 2554953, 96
50, 200000, 0, 1, 10.155718786, 0.030134864, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50076, 490, 50075, 490, 41959424, 172785664, 38525977272, 52029216963, 2634578, 6700446, 111429, 2634737, 97
50, 200000, 0, 1, 10.152961854, 0.03023914, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50173, 478, 50171, 478, 41955328, 172785664, 38517445942, 52029373175, 2547105, 6664197, 109439, 2547263, 94
50, 200000, 0, 1, 10.154865196, 0.030153451, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50146, 488, 50144, 488, 41959424, 172785664, 38523317227, 52027991118, 2649970, 6635669, 116038, 2650130, 96
50, 200000, 0, 1, 10.156273875, 0.030318137, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50081, 492, 50079, 492, 41951232, 172769280, 38475715582, 51959427089, 2737795, 6710601, 113151, 2737972, 97
50, 200000, 0, 1, 10.154507685, 0.029819298, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 55325, 538, 55323, 538, 41967616, 172789760, 38522538310, 52028799182, 2532560, 6652443, 112016, 2532860, 96
50, 200000, 0, 1, 10.15451141, 0.030315853, 200020, 200027, 130, 404051, 204012, 199902, 22006, 0, 0, 0, 0, 50010, 484, 50008, 484, 41951232, 172773376, 38521919399, 52029334777, 2560763, 6649527, 113347, 2560919, 95
100, 100000, 0, 1, 10.077893318, 0.015117223, 100020, 100027, 130, 202051, 102012, 99902, 11006, 0, 0, 0, 0, 99814, 485, 99806, 485, 29081600, 160059392, 38253354241, 51708931839, 1334151, 3473204, 12737, 1334276, 48
100, 100000, 0, 1, 10.077348674, 0.015050477, 100020, 100027, 130, 202051, 102012, 99902, 11006, 0, 0, 0, 0, 99790, 481, 99782, 481, 29089792, 160075776, 38252472483, 51709572953, 1297972, 3441494, 11150, 1298122, 48
100, 100000, 0, 1, 10.078233081, 0.015464286, 100020, 100027, 130, 202051, 102012, 99902, 11006, 0, 0, 0, 0, 99867, 485, 99859, 485, 29077504, 160055296, 38248612425, 51702326468, 1371706, 3475716, 13728, 1371856, 48
100, 100000, 0, 1, 10.078020936, 0.015240948, 100020, 100027, 130, 202051, 102012, 99902, 11006, 0, 0, 0, 0, 99845, 486, 99837, 486, 29081600, 160055296, 37881123742, 51206690346, 1300040, 3440344, 14194, 1300170, 48
100, 100000, 0, 1, 10.07848117, 0.015517896, 100020, 100027, 130, 202051, 102012, 99902, 11006, 0, 0, 0, 0, 99721, 486, 99713, 486, 29073408, 160055296, 38252495958, 51706492486, 1323739, 3473279, 13720, 1323889, 48
100, 100000, 0, 1, 10.078177874, 0.015425253, 100020, 100027, 130, 202051, 102012, 99902, 11006, 0, 0, 0, 0, 99867, 485, 99859, 485, 29073408, 160055296, 38253839081, 51709252625, 1362874, 3445973, 13039, 1363026, 48
