Delay,Tasks,STasks,OS_Threads,Execution_Time_sec,Warmup_sec,cumulative,phases,objects,pending_accesses,pending_misses,stack_recycles,stack_unbinds,stolen_from_pending,stolen_from_staged,stolen_to_pending,stolen_to_staged,task_duration,task_overhead,phase_duration,phase_overhead,resident,virtual,TOT_CYC,TOT_INS,L2_TCM,L2_TCA,L3_TCM,L3_TCA,idle_rate
2, 5000000, 0, 4, 4.444124206, 0.792493407, 5000043, 5000173, 783, 10101054, 5108470, 4999272, 106435, 7608, 5700, 7607, 5700, 2731, 810, 2731, 810, 663744512, 820731904, 61640526976, 65600638360, 117809864, 221899134, 29571763, 117810694, 2288
2, 5000000, 0, 4, 4.463194261, 0.814366172, 4964508, 4964689, 781, 10028771, 5074220, 4964276, 118102, 10176, 701, 10175, 701, 2785, 801, 2784, 801, 662810624, 819814400, 61948628855, 64969344356, 114447575, 216092936, 36130620, 114439005, 2234
2, 5000000, 0, 4, 4.428393135, 0.789664388, 5000049, 5000212, 780, 10101785, 5108479, 4999283, 112167, 6959, 2505, 6962, 2505, 2737, 793, 2737, 793, 663605248, 820731904, 61440168824, 65595314220, 117907574, 221451159, 28284643, 117910242, 2246
2, 5000000, 0, 4, 4.425022009, 0.76390414, 5000047, 5000241, 783, 10101317, 5107814, 4999275, 112606, 6756, 2801, 6755, 2801, 2719, 802, 2718, 802, 663638016, 820748288, 61329437431, 65491009660, 114528057, 218872072, 29468508, 114521460, 2278
2, 5000000, 0, 4, 4.427095955, 0.779848621, 5000047, 5000271, 784, 10101791, 5108314, 4999278, 100063, 6816, 1419, 6819, 1419, 2738, 789, 2738, 789, 663736320, 820867072, 61405762989, 65483677430, 116065215, 219819117, 28604741, 116072816, 2237
2, 5000000, 0, 4, 4.4160041, 0.789383363, 5000042, 5000150, 779, 10101047, 5115151, 4999284, 124297, 14271, 2201, 14269, 2201, 2733, 780, 2733, 780, 663764992, 820862976, 61234659935, 65603881469, 113649117, 218790433, 28099550, 113648500, 2220
2, 5000000, 0, 4, 4.432999779, 0.774709466, 5000044, 5000238, 779, 10101305, 5110122, 4999274, 131520, 9073, 5300, 9072, 5300, 2744, 785, 2744, 785, 663597056, 820731904, 61511179280, 65602265825, 122457076, 225956183, 28957479, 122462803, 2225
2, 5000000, 0, 4, 4.52167241, 0.769030013, 4995265, 4995435, 777, 10090877, 5122564, 4994683, 112609, 27133, 10101, 27209, 10101, 2764, 839, 2764, 839, 663638016, 820727808, 62743747645, 65326053823, 115596561, 220536377, 36697630, 115625238, 2328
2, 5000000, 0, 4, 4.412523792, 0.75628476, 5000045, 5000192, 777, 10101368, 5116667, 4999281, 131236, 15513, 201, 15511, 201, 2727, 794, 2726, 794, 663449600, 819666944, 61105955482, 65493490558, 116684820, 220853940, 29662212, 116685304, 2256
2, 5000000, 0, 4, 4.431248274, 0.784121527, 5000045, 5000153, 783, 10101072, 5107983, 4999275, 93941, 7084, 3701, 7083, 3701, 2727, 803, 2727, 803, 663769088, 820727808, 61422175793, 65498289048, 118015243, 221041863, 29956391, 118016665, 2274
4, 2500000, 0, 4, 3.415288407, 0.38009987, 2500046, 2500245, 779, 5051215, 2552289, 2499280, 56327, 1335, 601, 1335, 601, 4716, 729, 4715, 729, 341528576, 498753536, 47951340956, 57163886715, 55795839, 108373161, 13299258, 55796856, 1338
4, 2500000, 0, 4, 3.467729613, 0.405500545, 2493869, 2494082, 782, 5038111, 2549106, 2493478, 56222, 5038, 400, 5036, 500, 4775, 763, 4775, 763, 341458944, 498622464, 48660196371, 56973457080, 56908141, 109215436, 17619199, 56937828, 1378
4, 2500000, 0, 4, 3.47543483, 0.388465084, 2500046, 2500169, 782, 5051025, 2565375, 2499281, 53044, 14552, 2301, 14549, 2301, 4761, 777, 4760, 777, 341585920, 498622464, 48823580466, 57117537916, 58350444, 110600624, 16721694, 58351703, 1404
4, 2500000, 0, 4, 3.485236058, 0.385684703, 2500048, 2500230, 782, 5051394, 2567115, 2499282, 59046, 15969, 5002, 15966, 5002, 4757, 798, 4757, 798, 341622784, 498774016, 48949181442, 57122709102, 58155459, 110239005, 17262123, 58156713, 1437
4, 2500000, 0, 4, 3.440593362, 0.387044738, 2500044, 2500219, 782, 5051731, 2553772, 2499280, 56305, 2271, 202, 2269, 202, 4725, 756, 4724, 756, 341630976, 498634752, 48346011397, 57138888343, 58605925, 110712075, 13908013, 58607998, 1380
4, 2500000, 0, 4, 3.448635758, 0.396904298, 2500043, 2500165, 782, 5051003, 2557301, 2499273, 56269, 6480, 400, 6478, 400, 4738, 759, 4738, 759, 341602304, 498892800, 48498979744, 57160275206, 60143477, 112416084, 13472298, 60145105, 1382
4, 2500000, 0, 4, 3.478906406, 0.381523122, 2500045, 2500116, 785, 5051297, 2558824, 2499273, 50080, 7653, 3801, 7654, 3801, 4749, 793, 4749, 793, 341614592, 498634752, 48839805262, 57133764150, 58038072, 110302302, 17125160, 58034973, 1430
4, 2500000, 0, 4, 3.453965469, 0.399348061, 2500044, 2500232, 781, 5051324, 2552977, 2499278, 56183, 1909, 1901, 1907, 1901, 4769, 742, 4768, 742, 341614592, 498638848, 48536086829, 57138464491, 56161134, 108823626, 15690385, 56164797, 1346
4, 2500000, 0, 4, 3.444242123, 0.384888367, 2500045, 2500194, 778, 5051359, 2556214, 2499278, 53160, 5041, 1601, 5043, 1601, 4720, 766, 4720, 766, 341573632, 498638848, 48347034334, 57177563016, 58612405, 111357129, 13565382, 58613338, 1397
4, 2500000, 0, 4, 3.458073587, 0.405300444, 2500045, 2500204, 781, 5051349, 2553695, 2499278, 59274, 2568, 902, 2567, 902, 4744, 771, 4743, 771, 341590016, 498634752, 48551551855, 57139776162, 58114593, 110839049, 14238037, 58110248, 1398
5, 2000000, 0, 4, 3.26754028, 0.318657151, 2000046, 2000170, 781, 4041075, 2044589, 1999276, 45126, 3708, 1601, 3707, 1601, 5734, 772, 5734, 772, 277164032, 434352128, 46070207963, 55471559711, 45296428, 87065128, 12093959, 45296672, 1187
5, 2000000, 0, 4, 3.272706493, 0.322080916, 2000047, 2000181, 781, 4041283, 2043425, 1999281, 47540, 2346, 601, 2345, 601, 5738, 774, 5738, 774, 277172224, 434212864, 46143613191, 55475355030, 46870234, 88192025, 12034363, 46868832, 1188
5, 2000000, 0, 4, 3.267926919, 0.31433166, 2000041, 2000214, 776, 4041238, 2043939, 1999279, 54970, 2926, 501, 2929, 501, 5734, 778, 5734, 778, 277241856, 434216960, 46049354531, 55480764161, 46911230, 88323819, 11659364, 46910302, 1195
5, 2000000, 0, 4, 3.250771528, 0.3161142, 2000045, 2000244, 782, 4041165, 2044044, 1999273, 45053, 3129, 1301, 3128, 1301, 5725, 755, 5724, 755, 277118976, 434216960, 45828055979, 55476487866, 45808503, 87801440, 10730609, 45807216, 1165
5, 2000000, 0, 4, 3.253431468, 0.311350402, 2000047, 2000161, 779, 4041149, 2043010, 1999284, 42541, 2038, 2, 2037, 2, 5717, 757, 5716, 757, 277151744, 434352128, 45880173033, 55479014405, 44291272, 87154054, 10880386, 44291668, 1170
5, 2000000, 0, 4, 3.260495717, 0.325353795, 2000048, 2000221, 778, 4041161, 2042976, 1999280, 47591, 2061, 901, 2060, 901, 5727, 763, 5726, 763, 277094400, 434212864, 45993981828, 55460894690, 46093507, 87700136, 11806458, 46094476, 1176
5, 2000000, 0, 4, 3.270456877, 0.314481235, 2000046, 2000186, 779, 4041035, 2043934, 1999277, 50004, 3110, 1302, 3109, 1302, 5757, 757, 5756, 756, 277131264, 434216960, 46116029701, 55452499595, 45655061, 87786807, 13133260, 45651624, 1162
5, 2000000, 0, 4, 3.25653647, 0.315898939, 2000046, 2000171, 781, 4041385, 2042254, 1999280, 45032, 1054, 2, 1053, 2, 5732, 754, 5731, 754, 277155840, 434216960, 45885617116, 55488621842, 47462024, 89150362, 11180492, 47461736, 1163
5, 2000000, 0, 4, 3.252290828, 0.312051904, 2000045, 2000270, 783, 4041793, 2043679, 1999272, 42507, 2180, 201, 2179, 201, 5722, 765, 5721, 765, 277176320, 434212864, 45843690174, 55481641074, 45566850, 87860255, 11370482, 45569767, 1179
5, 2000000, 0, 4, 3.264576137, 0.319118841, 2000044, 2000222, 781, 4041077, 2046108, 1999278, 44866, 5274, 2000, 5272, 2000, 5773, 737, 5772, 737, 277151744, 434212864, 46010920479, 55454613493, 45715253, 87369458, 12502090, 45715861, 1133
8, 1250000, 0, 4, 2.967751711, 0.191252844, 1250046, 1250213, 781, 2526431, 1277462, 1249281, 28162, 1287, 102, 1283, 102, 8707, 754, 8706, 753, 180482048, 337137664, 42092774678, 52952197905, 29270886, 55775967, 6433379, 29266578, 797
8, 1250000, 0, 4, 2.979000143, 0.19396726, 1250048, 1250207, 782, 2526256, 1278536, 1249282, 25054, 2508, 1102, 2511, 1102, 8718, 770, 8717, 770, 180502528, 337137664, 42208829623, 52962319914, 30106753, 56606142, 7555533, 30104787, 812
8, 1250000, 0, 4, 2.965732855, 0.198020165, 1250045, 1250269, 782, 2526255, 1277002, 1249275, 32866, 1029, 402, 1027, 402, 9676, 825, 9675, 824, 180486144, 337125376, 42065627114, 52950504065, 28712441, 54951757, 7078067, 28714864, 785
8, 1250000, 0, 4, 2.979130466, 0.194229909, 1250049, 1250171, 779, 2526271, 1278368, 1249285, 29751, 2282, 602, 2280, 602, 8751, 745, 8750, 745, 180445184, 337125376, 42233478973, 52942496523, 28982269, 55405082, 8200306, 28983262, 785
8, 1250000, 0, 4, 2.966817336, 0.194967309, 1250048, 1250228, 780, 2526255, 1277143, 1249279, 29743, 1136, 401, 1134, 401, 8713, 740, 8711, 740, 180461568, 337125376, 42117702281, 52943592504, 28028538, 54369186, 6884922, 28035988, 783
8, 1250000, 0, 4, 2.962798033, 0.198629333, 1250046, 1250215, 783, 2526301, 1276890, 1249278, 25051, 822, 201, 820, 201, 8702, 728, 8701, 727, 180469760, 339222528, 42049824459, 52947872013, 28799493, 55099705, 6382135, 28799816, 771
8, 1250000, 0, 4, 2.968525621, 0.192068358, 1250046, 1250175, 781, 2526229, 1277468, 1249276, 26624, 1435, 101, 1435, 101, 8712, 754, 8711, 754, 180445184, 337125376, 42107964294, 52950634917, 28830160, 55312549, 6649479, 28831367, 796
8, 1250000, 0, 4, 2.971364959, 0.196190731, 1250048, 1250277, 781, 2526277, 1278361, 1249278, 28140, 2385, 816, 2386, 816, 8757, 727, 8756, 727, 180461568, 337125376, 42125636039, 52948475176, 28235137, 54689726, 7859131, 28234960, 766
8, 1250000, 0, 4, 2.97253943, 0.198277558, 1250048, 1250228, 782, 2526621, 1276927, 1249280, 26604, 558, 501, 559, 501, 8733, 752, 8732, 752, 180486144, 337121280, 42157148813, 52957531505, 28357941, 54911920, 6700762, 28353956, 793
8, 1250000, 0, 4, 2.967755328, 0.197901738, 1250047, 1250281, 783, 2526492, 1276719, 1249271, 26621, 527, 101, 527, 101, 8703, 752, 8702, 751, 180441088, 337125376, 42097771807, 52950456412, 29217993, 55711591, 6267157, 29225055, 795
10, 1000000, 0, 4, 2.879119624, 0.161990112, 1000046, 1000189, 778, 2021360, 1022637, 999283, 25076, 1488, 803, 1485, 803, 10725, 723, 10724, 723, 148258816, 305389568, 40934087641, 52101675170, 22496360, 43809219, 6307184, 22502391, 631
10, 1000000, 0, 4, 2.874215213, 0.154071565, 1000045, 1000246, 781, 2021347, 1021280, 999280, 25039, 205, 2, 202, 2, 10729, 741, 10726, 741, 148275200, 305410048, 40889500822, 52108476919, 22407602, 43360851, 5911354, 22411118, 646
10, 1000000, 0, 4, 2.875723904, 0.153696284, 1000046, 1000204, 785, 2021074, 1022327, 999275, 18797, 1478, 300, 1475, 300, 11929, 831, 11927, 831, 148275200, 305389568, 40853386659, 52084510943, 22652840, 44237447, 5294429, 22657223, 651
10, 1000000, 0, 4, 2.881173428, 0.158462147, 1000045, 1000198, 779, 2021008, 1021140, 999285, 25055, 350, 1, 348, 1, 10733, 756, 10731, 756, 148242432, 305373184, 40931310535, 52107271735, 22969962, 44224713, 5665369, 22965047, 658
10, 1000000, 0, 4, 2.876475598, 0.154475273, 1000045, 1000213, 781, 2021310, 1021571, 999281, 21291, 489, 1, 489, 1, 10707, 751, 10705, 751, 148226048, 305373184, 40863316753, 52109629706, 23123253, 44091049, 5789201, 23120894, 655
10, 1000000, 0, 4, 2.876329337, 0.15887267, 1000046, 1000220, 779, 2021886, 1022077, 999280, 23792, 422, 101, 422, 101, 10701, 749, 10699, 749, 148267008, 305389568, 40860353190, 52116864305, 22990632, 44236729, 5845468, 22989849, 654
10, 1000000, 0, 4, 2.879812427, 0.159147446, 1000048, 1000255, 784, 2021375, 1021545, 999282, 20052, 445, 2, 443, 2, 10720, 758, 10718, 758, 148279296, 305369088, 40945757587, 52105297423, 23487776, 44672181, 5515047, 23487267, 660
10, 1000000, 0, 4, 2.883143251, 0.157665324, 1000047, 1000198, 784, 2021506, 1022232, 999274, 18767, 946, 301, 946, 301, 10748, 743, 10746, 743, 148262912, 305369088, 40982638272, 52101444261, 22870923, 43758435, 6595338, 22876524, 646
10, 1000000, 0, 4, 2.876017048, 0.158435167, 1000049, 1000212, 782, 2021499, 1022574, 999279, 21318, 1298, 103, 1296, 103, 10706, 752, 10704, 752, 148250624, 305369088, 40891535787, 52111741277, 23251772, 44660326, 5141423, 23255691, 656
10, 1000000, 0, 4, 2.877843995, 0.158407261, 1000045, 1000249, 783, 2021191, 1021520, 999275, 21296, 598, 1, 598, 1, 11920, 826, 11917, 826, 148205568, 305508352, 40910653617, 52107538719, 22474641, 43605714, 5782078, 22478366, 648
20, 500000, 0, 4, 2.687249111, 0.077227547, 500045, 500230, 779, 1011198, 511094, 499276, 11928, 141, 0, 140, 0, 20677, 725, 20669, 725, 83742720, 239902720, 38403987033, 50374151151, 11797921, 22711933, 2922636, 11801256, 338
20, 500000, 0, 4, 2.689277574, 0.077933916, 500045, 500174, 780, 1011086, 511249, 499275, 12541, 354, 1, 355, 1, 20676, 757, 20671, 757, 83832832, 241098752, 38437098782, 50378805347, 11990013, 22902265, 2786823, 11991449, 353
20, 500000, 0, 4, 2.692245128, 0.079003183, 500045, 500219, 779, 1010967, 511068, 499276, 12557, 344, 101, 343, 101, 20709, 748, 20702, 748, 83759104, 239902720, 38457810110, 50377816630, 11530387, 22405800, 3197837, 11529606, 348
20, 500000, 0, 4, 2.685790916, 0.079277901, 500044, 500168, 783, 1011193, 511410, 499276, 10681, 408, 101, 412, 101, 20679, 726, 20674, 726, 83812352, 239919104, 38372297895, 50376594626, 11221005, 22067376, 2914026, 11223929, 339
20, 500000, 0, 4, 2.685776992, 0.083215356, 500047, 500233, 783, 1011395, 511516, 499278, 10682, 387, 0, 387, 0, 20666, 723, 20658, 723, 83759104, 239898624, 38401965341, 50375943079, 11130402, 22046602, 2877969, 11130491, 338
20, 500000, 0, 4, 2.688700639, 0.079585337, 500045, 500159, 780, 1011001, 511256, 499280, 11928, 427, 1, 425, 1, 20654, 760, 20649, 760, 83767296, 239902720, 38428758489, 50381296511, 11745823, 22598770, 2697816, 11749134, 355
20, 500000, 0, 4, 2.68961996, 0.079758451, 500047, 500224, 780, 1011262, 511211, 499279, 11940, 184, 102, 183, 102, 20712, 730, 20705, 729, 83775488, 239915008, 38442639150, 50375832075, 11386616, 22246010, 3146124, 11387634, 340
20, 500000, 0, 4, 2.690085008, 0.079347381, 500047, 500243, 783, 1011164, 511011, 499270, 10662, 108, 3, 109, 3, 20689, 763, 20681, 763, 83812352, 240947200, 38425814524, 50384318208, 12052356, 22898182, 2956905, 12051305, 355
20, 500000, 0, 4, 2.687975664, 0.079303703, 500049, 500163, 783, 1011277, 511293, 499282, 10051, 193, 2, 192, 2, 20688, 749, 20683, 749, 83800064, 240947200, 38413836198, 50377189188, 11537213, 22424918, 2885810, 11538955, 349
20, 500000, 0, 4, 2.684247134, 0.077188931, 500045, 500218, 780, 1011198, 511112, 499278, 11939, 156, 102, 157, 102, 20665, 734, 20658, 734, 83755008, 239902720, 38384343466, 50379143514, 11363930, 22269464, 2603726, 11361441, 343
25, 400000, 0, 4, 2.650916918, 0.064543862, 400047, 400213, 780, 809130, 409259, 399281, 9560, 363, 102, 362, 102, 25690, 720, 25679, 719, 70873088, 227319808, 37937965843, 50052098304, 9358479, 18135229, 2468630, 9368748, 272
25, 400000, 0, 4, 2.652418866, 0.062935033, 400045, 400252, 777, 808787, 408801, 399280, 10046, 287, 2, 286, 2, 25656, 751, 25643, 751, 70914048, 227303424, 37927953860, 50042056906, 9877439, 18656199, 2233526, 9876526, 284
25, 400000, 0, 4, 2.65272485, 0.062523093, 400046, 400211, 781, 809259, 409226, 399280, 9553, 201, 1, 198, 1, 25689, 755, 25678, 755, 70856704, 227336192, 37966900220, 50050912466, 9841305, 18653703, 2051215, 9838152, 285
25, 400000, 0, 4, 2.65103445, 0.064034469, 400046, 400157, 778, 809112, 409030, 399283, 10542, 93, 2, 91, 2, 25676, 739, 25669, 739, 70930432, 227454976, 37912646286, 50053666980, 9153843, 17925865, 2263568, 9156067, 280
25, 400000, 0, 4, 2.651068718, 0.062329979, 400045, 400226, 780, 809302, 409388, 399278, 9542, 347, 1, 346, 1, 25652, 750, 25640, 749, 70885376, 227586048, 37942104973, 50052681789, 9435586, 18365633, 1993553, 9435067, 284
25, 400000, 0, 4, 2.652193277, 0.064423336, 400046, 400230, 780, 809235, 409276, 399278, 10057, 298, 1, 297, 1, 25647, 758, 25635, 757, 70840320, 227315712, 37956793758, 50050662986, 9480661, 18270428, 2355709, 9480611, 287
25, 400000, 0, 4, 2.653745219, 0.064254002, 400045, 400207, 782, 809070, 409306, 399275, 9064, 463, 22, 463, 22, 25651, 774, 25640, 774, 70877184, 227299328, 37960699608, 50053602089, 9626948, 18504156, 2208008, 9627602, 293
25, 400000, 0, 4, 2.652307142, 0.064181973, 400045, 400223, 784, 809171, 409136, 399274, 8048, 209, 1, 207, 1, 25662, 760, 25651, 759, 70885376, 227450880, 37946969525, 50047878330, 9546249, 18338689, 2208266, 9546477, 287
25, 400000, 0, 4, 2.651898354, 0.064628121, 400045, 400221, 782, 809156, 409263, 399280, 8543, 339, 1, 342, 1, 25698, 758, 25686, 758, 70873088, 227303424, 37948772346, 50049925541, 9397658, 18272266, 2100454, 9393685, 286
25, 400000, 0, 4, 2.652279685, 0.065479773, 400046, 400267, 783, 809094, 408998, 399283, 8543, 188, 0, 189, 0, 25690, 726, 25676, 725, 70897664, 227315712, 37963010975, 50048356685, 9153268, 17926549, 2483278, 9154116, 274
40, 250000, 0, 4, 2.593246937, 0.039250866, 250044, 250185, 780, 505983, 255917, 249280, 6001, 137, 1, 134, 1, 40671, 717, 40647, 717, 51544064, 208297984, 37174568145, 49534759082, 5747725, 11548993, 1423704, 5745665, 173
40, 250000, 0, 4, 2.598941127, 0.040651993, 250047, 250244, 781, 506225, 256231, 249277, 6002, 267, 2, 267, 2, 40614, 782, 40580, 781, 51556352, 208433152, 37242745283, 49534684014, 6236064, 11928573, 1517091, 6233289, 188
40, 250000, 0, 4, 2.594766155, 0.040758712, 250045, 250197, 779, 506217, 256195, 249284, 6615, 190, 1, 191, 1, 40585, 752, 40559, 752, 51552256, 208281600, 37204387207, 49531592409, 6002061, 11726495, 1243042, 5999156, 182
40, 250000, 0, 4, 2.595937977, 0.040149348, 250047, 250190, 783, 506103, 256138, 249277, 5052, 238, 2, 235, 2, 40664, 768, 40639, 768, 51605504, 208412672, 37195514772, 49534712752, 5918008, 11640329, 1444193, 5916599, 185
40, 250000, 0, 4, 2.59733636, 0.039755628, 250046, 250180, 777, 506099, 256062, 249286, 6623, 173, 0, 171, 0, 40631, 790, 40608, 789, 51519488, 208277504, 37205353042, 49536165580, 6213279, 11884919, 1374705, 6212936, 190
40, 250000, 0, 4, 2.593257092, 0.040593243, 250045, 250170, 784, 506123, 255973, 249275, 5364, 88, 3, 89, 3, 40566, 720, 40544, 720, 51535872, 208318464, 37193387496, 49533461070, 5835143, 11478967, 1401714, 5837555, 174
40, 250000, 0, 4, 2.59831465, 0.039713071, 250050, 250185, 779, 506087, 256020, 249281, 6309, 128, 2, 127, 2, 40559, 766, 40536, 766, 51560448, 208293888, 37199711274, 49499327409, 6007441, 11680840, 1534089, 6006687, 185
40, 250000, 0, 4, 2.600752068, 0.039935373, 250056, 250202, 779, 506666, 256766, 249288, 5998, 307, 2, 308, 2, 40633, 826, 40607, 826, 51548160, 208293888, 37251641371, 49536518443, 6481989, 12236249, 1439856, 6476906, 199
40, 250000, 0, 4, 2.595354996, 0.040162433, 250047, 250181, 783, 506205, 256123, 249280, 5371, 130, 1, 127, 1, 40632, 739, 40607, 738, 51527680, 208277504, 37189182100, 49534012003, 5880720, 11652153, 1420152, 5882365, 178
40, 250000, 0, 4, 2.595350501, 0.039760961, 250044, 250210, 784, 506365, 256391, 249275, 5051, 246, 24, 245, 24, 40620, 732, 40593, 732, 51593216, 208293888, 37188564064, 49531511732, 5904592, 11507291, 1336958, 5903791, 177
50, 200000, 0, 4, 2.579557953, 0.032611387, 200044, 200217, 781, 405176, 205027, 199277, 4801, 109, 1, 108, 1, 50512, 822, 50467, 821, 45105152, 201990144, 36969966015, 49363701485, 4843148, 9482143, 1088868, 4847113, 160
50, 200000, 0, 4, 2.576058035, 0.032075324, 200049, 200172, 782, 405161, 205048, 199280, 4543, 94, 1, 94, 1, 50542, 759, 50508, 758, 45105152, 201986048, 36939234375, 49365005227, 4975487, 9680557, 1023243, 4972042, 148
50, 200000, 0, 4, 2.578326754, 0.032376267, 200048, 200182, 782, 405043, 204982, 199279, 4300, 139, 3, 138, 3, 50599, 773, 50564, 772, 45072384, 201990144, 36975339627, 49355400172, 4871229, 9513899, 1207660, 4872448, 150
50, 200000, 0, 4, 2.577523943, 0.032762217, 200046, 200243, 781, 404996, 204946, 199274, 4806, 210, 45, 212, 45, 50544, 787, 50493, 786, 45142016, 202121216, 36938027913, 49358833819, 4809156, 9418673, 1001205, 4808526, 153
50, 200000, 0, 4, 2.575841986, 0.031567095, 200048, 200232, 779, 405194, 205070, 199280, 4553, 131, 0, 129, 0, 50555, 754, 50507, 753, 45101056, 201990144, 36949660799, 49356431075, 4927570, 9581098, 952652, 4935148, 147
50, 200000, 0, 4, 2.576255909, 0.032024453, 200044, 200236, 782, 405198, 205089, 199291, 4044, 149, 0, 147, 0, 50547, 759, 50496, 758, 45109248, 201990144, 36955045600, 49359170109, 4880453, 9482419, 995585, 4886106, 148
50, 200000, 0, 4, 2.578849813, 0.032564977, 200045, 200189, 778, 405275, 205144, 199279, 5053, 71, 1, 72, 1, 50565, 798, 50527, 797, 45113344, 201990144, 36963495527, 49362552439, 4818081, 9411288, 1132893, 4816632, 155
50, 200000, 0, 4, 2.580085089, 0.03186576, 200045, 200232, 782, 405221, 205127, 199292, 4545, 155, 1, 154, 1, 50564, 842, 50513, 841, 45105152, 201990144, 36972177599, 49358006742, 5074979, 9683672, 1113260, 5082315, 163
50, 200000, 0, 4, 2.575324788, 0.032420586, 200045, 200194, 781, 405089, 204975, 199273, 4784, 96, 0, 94, 0, 56273, 810, 56229, 809, 45101056, 201990144, 36948359984, 49357020583, 4831889, 9398040, 1097728, 4830958, 141
50, 200000, 0, 4, 2.578297959, 0.03102521, 200045, 200129, 781, 404743, 204802, 199278, 4798, 206, 2, 204, 2, 50487, 786, 50464, 786, 45129728, 201986048, 36958844321, 49359777399, 4825431, 9499734, 1270710, 4832042, 153
100, 100000, 0, 4, 2.540415169, 0.015885372, 100046, 100207, 782, 203158, 102999, 99277, 2291, 65, 2, 62, 2, 100285, 835, 100122, 834, 32243712, 189255680, 36468793760, 49022655247, 2478021, 4981307, 573923, 2477183, 82
100, 100000, 0, 4, 2.532420332, 0.014148371, 100049, 100189, 782, 202997, 102958, 99280, 2190, 164, 102, 160, 102, 100071, 720, 99922, 720, 32198656, 189255680, 36389287204, 49016150919, 2187902, 4547853, 407189, 2190419, 71
100, 100000, 0, 4, 2.542160688, 0.016471117, 100050, 100238, 783, 203085, 102893, 99277, 2296, 60, 3, 60, 3, 100289, 897, 100093, 895, 32227328, 189255680, 36474275991, 49023228581, 2529251, 5030372, 528717, 2527935, 88
100, 100000, 0, 4, 2.541173985, 0.015686179, 100047, 100242, 780, 203379, 103171, 99282, 2552, 65, 1, 64, 1, 100414, 880, 100214, 878, 32206848, 189255680, 36468600956, 49022394860, 2515409, 5066619, 533071, 2514511, 87
100, 100000, 0, 4, 2.540066913, 0.01546906, 100046, 100238, 773, 203337, 103139, 99285, 2930, 59, 0, 58, 0, 100321, 809, 100121, 808, 32206848, 189526016, 36468047954, 49019356024, 2475989, 4985770, 578747, 2476786, 80
