Delay,Tasks,STasks,OS_Threads,Execution_Time_sec,Warmup_sec,cumulative,phases,objects,pending_accesses,pending_misses,stack_recycles,stack_unbinds,stolen_from_pending,stolen_from_staged,stolen_to_pending,stolen_to_staged,task_duration,task_overhead,phase_duration,phase_overhead,resident,virtual,TOT_CYC,TOT_INS,L2_TCM,L2_TCA,L3_TCM,L3_TCA,idle_rate
5, 2000000, 0, 16, 1.128394937, 0.291816006, 1993400, 1994009, 3185, 4034120, 2045708, 1990415, 9433, 5624, 217, 5624, 217, 7467, 1531, 7465, 1531, 290746368, 551067648, 56356200610, 52178033031, 70627258, 115437620, 20657696, 70900439, 1702
5, 2000000, 0, 16, 1.116075821, 0.289306436, 1999195, 1999860, 3184, 4046008, 2059045, 1996223, 10174, 12950, 1215, 12952, 1215, 7460, 1419, 7458, 1418, 290500608, 551051264, 56119042612, 52305490285, 71101455, 115694343, 20236253, 71034441, 1598
8, 1250000, 0, 16, 0.935959115, 0.184325518, 1250111, 1250720, 3184, 2532095, 1285030, 1247011, 6002, 3710, 246, 3723, 246, 10470, 1453, 10465, 1453, 193982464, 453959680, 47191143694, 49494575100, 43866348, 72452503, 12316872, 43852052, 1219
8, 1250000, 0, 16, 0.931811647, 0.188491823, 1244835, 1245475, 3184, 2521478, 1282171, 1242010, 6386, 6209, 314, 6214, 314, 10529, 1402, 10523, 1401, 193978368, 453959680, 47309379309, 49425721766, 43886567, 72170708, 11759689, 43780139, 1175
8, 1250000, 0, 16, 0.939221736, 0.184564872, 1250055, 1250700, 3184, 2532448, 1288178, 1247009, 6382, 6521, 799, 6524, 799, 10498, 1479, 10493, 1478, 193986560, 453959680, 47277892829, 49495208741, 44098906, 72680097, 12530635, 44043405, 1235
8, 1250000, 0, 16, 0.934485858, 0.18587602, 1248488, 1249213, 3184, 2529054, 1283882, 1245527, 6356, 4107, 410, 4114, 410, 10488, 1424, 10482, 1423, 193953792, 453959680, 47312074045, 49491348362, 44713210, 73069526, 12630453, 44850273, 1196
8, 1250000, 0, 16, 0.936270356, 0.185984557, 1250060, 1250778, 3184, 2532620, 1287396, 1247000, 6417, 5633, 1099, 5640, 1099, 10492, 1444, 10486, 1443, 193867776, 453955584, 47083995761, 49530786916, 44215454, 73138604, 12242925, 44218790, 1210
8, 1250000, 0, 16, 0.936654513, 0.182092387, 1249299, 1249943, 3185, 2530362, 1285432, 1246302, 5952, 5053, 416, 5055, 416, 10460, 1478, 10455, 1478, 193994752, 453955584, 47128512952, 49501288920, 44641654, 73336147, 12657902, 44623854, 1239
8, 1250000, 0, 16, 0.939067547, 0.184581075, 1249694, 1250425, 3184, 2532046, 1287472, 1246594, 6412, 5910, 488, 5912, 488, 10482, 1496, 10475, 1495, 193912832, 453959680, 47187487402, 49505808782, 44233084, 73023735, 12080974, 44093480, 1249
8, 1250000, 0, 16, 0.930162993, 0.186476427, 1248971, 1249674, 3184, 2530094, 1285126, 1246090, 6394, 4744, 738, 4745, 763, 10477, 1392, 10471, 1391, 193581056, 453959680, 46876415194, 49496733908, 44141158, 73134792, 11383048, 44167956, 1173
8, 1250000, 0, 16, 0.934161827, 0.18364262, 1248970, 1249645, 3185, 2529348, 1283964, 1245928, 5970, 4329, 282, 4341, 282, 10473, 1430, 10468, 1429, 194035712, 453976064, 47170351000, 49486369659, 43830305, 72507404, 11981223, 43817976, 1201
8, 1250000, 0, 16, 0.933606157, 0.186134608, 1246828, 1247497, 3184, 2525739, 1281617, 1243938, 6002, 3456, 453, 3456, 453, 10483, 1444, 10477, 1444, 193527808, 453955584, 47230015176, 49498789986, 44277316, 73085797, 12424321, 44390127, 1211
10, 1000000, 0, 16, 0.874082897, 0.153963182, 996808, 997446, 3185, 2020095, 1026135, 994011, 4772, 3509, 121, 3509, 121, 12464, 1499, 12456, 1498, 161714176, 422207488, 44166041011, 48467548896, 34630418, 58170196, 9310210, 35076231, 1073
10, 1000000, 0, 16, 0.873239175, 0.146188874, 999790, 1000435, 3185, 2026510, 1029973, 996865, 4815, 3732, 170, 3735, 170, 12468, 1462, 12460, 1461, 161775616, 422223872, 44054253184, 48554761072, 35231699, 58624814, 8997796, 35243352, 1050
10, 1000000, 0, 16, 0.877556202, 0.147801817, 999789, 1000352, 3184, 2026781, 1029816, 996803, 5116, 3470, 10, 3471, 10, 12482, 1513, 12474, 1512, 161796096, 422207488, 44261501750, 48544805697, 35358864, 58671477, 9784717, 35398077, 1081
10, 1000000, 0, 16, 0.876384447, 0.148309101, 1000101, 1000774, 3183, 2026711, 1030477, 997007, 5462, 4579, 910, 4585, 910, 11611, 1378, 11603, 1377, 161591296, 422219776, 44267483078, 48535111744, 35526742, 58702151, 9530900, 35515524, 1061
10, 1000000, 0, 16, 0.870137017, 0.144879469, 996892, 997543, 3184, 2020563, 1029621, 994101, 5100, 6696, 610, 6693, 610, 12485, 1431, 12476, 1430, 161742848, 422219776, 44254826594, 48464295193, 35130408, 58356684, 9609146, 35294045, 1029
10, 1000000, 0, 16, 0.872262293, 0.145626531, 997297, 997956, 3185, 2021977, 1027157, 994315, 4808, 3194, 240, 3193, 240, 12468, 1459, 12460, 1458, 161587200, 422219776, 44301577576, 48418155860, 35510789, 58359909, 9476109, 35481819, 1048
10, 1000000, 0, 16, 0.877294387, 0.150677977, 997516, 998212, 3182, 2022094, 1025647, 994806, 5785, 1821, 12, 1820, 12, 12507, 1529, 12499, 1528, 161738752, 422223872, 44188526912, 48449764829, 35717295, 58991756, 9009367, 35707825, 1089
10, 1000000, 0, 16, 0.875752257, 0.147510054, 998932, 999603, 3184, 2025078, 1028174, 996109, 4789, 2715, 314, 2713, 314, 12475, 1493, 12467, 1493, 161800192, 422223872, 44282063063, 48538993574, 35233796, 58392526, 9419698, 35167182, 1069
10, 1000000, 0, 16, 0.874578198, 0.148787957, 999950, 1000613, 3184, 2026912, 1029826, 996812, 5099, 3629, 318, 3630, 318, 12459, 1461, 12450, 1460, 161710080, 422203392, 44209857406, 48532362367, 35148963, 58628917, 9531865, 35186140, 1050
10, 1000000, 0, 16, 0.876148363, 0.147535348, 998707, 999434, 3183, 2024223, 1027544, 995706, 5479, 2783, 11, 2788, 11, 12491, 1494, 12482, 1493, 161697792, 422203392, 44264840588, 48515223435, 35302249, 58716121, 9760321, 35378434, 1068
20, 500000, 0, 16, 0.760465809, 0.076152468, 500141, 500843, 3182, 1017271, 518747, 497008, 2991, 2399, 165, 2404, 165, 22429, 1799, 22398, 1798, 97169408, 357916672, 38606592355, 46600572750, 18177267, 30923512, 4586557, 18213299, 743
20, 500000, 0, 16, 0.761862893, 0.076281747, 499994, 500730, 3184, 1017258, 519470, 496857, 2641, 3004, 114, 3006, 114, 22442, 1867, 22409, 1866, 97132544, 357933056, 38580927882, 46597364845, 18135963, 30750202, 4626554, 18144121, 768
20, 500000, 0, 16, 0.757487231, 0.074471568, 499763, 500457, 3185, 1017527, 519121, 496664, 2449, 2101, 216, 2100, 216, 22388, 1735, 22357, 1733, 97316864, 357912576, 38529402363, 46601176824, 18368003, 31068653, 4557122, 18295743, 719
20, 500000, 0, 16, 0.756689791, 0.074314698, 498486, 499127, 3185, 1014546, 517042, 495665, 2454, 1670, 165, 1668, 165, 22435, 1766, 22406, 1765, 97251328, 357949440, 38576652822, 46534643423, 18100644, 30739901, 4644991, 18198135, 730
20, 500000, 0, 16, 0.760184384, 0.07414969, 500045, 500746, 3183, 1017236, 518350, 496954, 2685, 1854, 260, 1854, 310, 22388, 1809, 22356, 1807, 96837632, 357912576, 38540022982, 46595122588, 18293224, 30847849, 4416286, 18276195, 748
20, 500000, 0, 16, 0.757811037, 0.074971617, 499471, 500146, 3184, 1016031, 517415, 496504, 2632, 1587, 233, 1586, 233, 22418, 1741, 22387, 1737, 97267712, 357933056, 38632431815, 46581938069, 18123523, 30605731, 4696036, 17952178, 720
20, 500000, 0, 16, 0.759943109, 0.075557901, 499623, 500317, 3185, 1016450, 518165, 496642, 2502, 2093, 138, 2093, 138, 22418, 1825, 22386, 1823, 97038336, 357928960, 38622890451, 46594991148, 18200871, 30841012, 4620999, 18168110, 753
20, 500000, 0, 16, 0.75902238, 0.07515724, 500063, 500807, 3184, 1017081, 518762, 496952, 2669, 2528, 116, 2532, 116, 22389, 1764, 22356, 1761, 97337344, 357928960, 38600217244, 46590094069, 18074584, 30719603, 4438982, 18142491, 731
20, 500000, 0, 16, 0.758621514, 0.075117034, 499929, 500585, 3184, 1016824, 518652, 496961, 2643, 2556, 61, 2567, 61, 22431, 1769, 22402, 1767, 97247232, 357928960, 38628308123, 46596996452, 18253012, 30846504, 4721586, 18295434, 731
20, 500000, 0, 16, 0.759534084, 0.073160476, 500085, 500782, 3183, 1016811, 518626, 497009, 2684, 2518, 241, 2519, 241, 22408, 1786, 22377, 1783, 97247232, 357912576, 38563579731, 46600091062, 17957800, 30650125, 4619384, 17962276, 738
25, 400000, 0, 16, 0.742102182, 0.059801362, 398623, 399370, 3185, 812148, 414538, 396018, 2020, 1805, 214, 1802, 214, 27375, 2243, 27323, 2238, 84426752, 345202688, 37507788433, 46209126445, 14809190, 25020848, 3639180, 14705644, 757
25, 400000, 0, 16, 0.736134678, 0.059658766, 399878, 400513, 3184, 815057, 416347, 396804, 2175, 1839, 210, 1819, 110, 27362, 1938, 27318, 1935, 84377600, 344137728, 37465211325, 46235268007, 14596287, 25006420, 3638375, 14621172, 662
25, 400000, 0, 16, 0.736234865, 0.060953817, 399151, 399828, 3184, 813260, 414670, 396302, 2158, 1201, 113, 1198, 113, 27382, 1984, 27336, 1981, 84357120, 345182208, 37489423017, 46213367377, 14845959, 25149819, 3619774, 14855440, 676
25, 400000, 0, 16, 0.741731916, 0.060132038, 399001, 399752, 3183, 813126, 414678, 396113, 2303, 1365, 213, 1369, 213, 27431, 2179, 27379, 2175, 84406272, 345198592, 37479591025, 46222332465, 14988061, 25479785, 3725247, 14956418, 736
25, 400000, 0, 16, 0.736605358, 0.058840762, 399589, 400293, 3184, 814595, 416001, 396714, 2148, 1788, 11, 1783, 11, 27372, 1958, 27324, 1956, 84430848, 345186304, 37442528226, 46234066370, 14653068, 25033578, 3692425, 14658642, 668
25, 400000, 0, 16, 0.734572227, 0.060444968, 399432, 400090, 3184, 814053, 416140, 396610, 1882, 2222, 114, 2219, 114, 27375, 1892, 27329, 1889, 84226048, 344150016, 37462172734, 46218297265, 15064535, 25558805, 3786077, 14978303, 646
25, 400000, 0, 16, 0.737654064, 0.060202393, 400033, 400633, 3183, 814806, 415908, 396933, 2260, 1875, 214, 1884, 214, 27391, 1977, 27349, 1975, 84275200, 344154112, 37453357171, 46212356144, 14761417, 25289383, 3614265, 14815887, 674
25, 400000, 0, 16, 0.739106881, 0.059669993, 400132, 400739, 3185, 815452, 416755, 396999, 1991, 2094, 15, 2094, 15, 27400, 2006, 27358, 2004, 83636224, 344133632, 37508695354, 46229002469, 14788281, 25226094, 3661026, 14817724, 682
25, 400000, 0, 16, 0.73973902, 0.060110117, 398956, 399629, 3183, 812562, 414356, 396108, 2273, 1457, 110, 1459, 110, 27452, 2115, 27405, 2113, 84406272, 344150016, 37512189647, 46233929178, 15097846, 25559802, 3689208, 15021367, 716
25, 400000, 0, 16, 0.733616739, 0.060494086, 398935, 399625, 3183, 812686, 414394, 396118, 2298, 1297, 215, 1297, 215, 27355, 1911, 27308, 1908, 84377600, 344150016, 37351923076, 46240891284, 14889131, 25561035, 3756964, 14799561, 653
40, 250000, 0, 16, 0.716215704, 0.03905752, 250166, 250828, 3181, 512789, 262803, 247007, 1672, 878, 10, 874, 10, 42271, 3276, 42158, 3267, 64880640, 325132288, 35894999617, 45653241484, 9667294, 16929632, 2378935, 9791766, 721
40, 250000, 0, 16, 0.702295753, 0.039230061, 249988, 250691, 3181, 512370, 263332, 246976, 1574, 1639, 61, 1635, 61, 42299, 2420, 42180, 2413, 64921600, 325115904, 35872633562, 45659294373, 9779060, 16831531, 2370557, 9693660, 541
40, 250000, 0, 16, 0.704365005, 0.0384056, 250171, 250883, 3182, 512254, 263363, 247010, 1600, 1746, 129, 1744, 129, 42299, 2530, 42178, 2523, 65118208, 325132288, 35889920765, 45646150843, 9776887, 16922880, 2362484, 9673017, 565
40, 250000, 0, 16, 0.711769892, 0.038563476, 249346, 249955, 3184, 511161, 262276, 246453, 1382, 1112, 12, 1113, 12, 42352, 3137, 42248, 3128, 65064960, 325111808, 35860734608, 45618543336, 10085116, 17377604, 2423025, 10060400, 689
40, 250000, 0, 16, 0.701543684, 0.039269543, 249114, 249817, 3182, 510607, 261786, 246215, 1588, 1133, 105, 1135, 105, 42274, 2523, 42154, 2516, 64995328, 325115904, 35920497639, 45618348836, 9865674, 16880760, 2408334, 9785397, 563
40, 250000, 0, 16, 0.701762057, 0.03806668, 249505, 250106, 3186, 510691, 261715, 246814, 1176, 1127, 10, 1126, 10, 42298, 2480, 42197, 2474, 64561152, 325115904, 35948026537, 45654439907, 9736073, 16978434, 2327185, 9749499, 554
40, 250000, 0, 16, 0.704334399, 0.038100391, 249706, 250371, 3185, 511383, 262305, 246863, 1320, 1349, 39, 1350, 39, 42355, 2588, 42242, 2581, 65130496, 325111808, 35929561255, 45649682596, 9920486, 17185905, 2345186, 9764948, 575
40, 250000, 0, 16, 0.698771237, 0.036840604, 250028, 250656, 3184, 512451, 262789, 246982, 1401, 1118, 385, 1127, 385, 42244, 2268, 42137, 2263, 64843776, 325132288, 35699310112, 45647048846, 9606454, 16795665, 2226970, 9589109, 510
40, 250000, 0, 16, 0.707570975, 0.038762094, 249690, 250445, 3184, 511201, 262122, 246788, 1312, 1394, 112, 1393, 112, 42297, 2837, 42167, 2828, 64876544, 325128192, 35845502524, 45650371240, 9551308, 17066393, 2311147, 9703898, 628
40, 250000, 0, 16, 0.707721608, 0.03766654, 249028, 249688, 3184, 509743, 261146, 246202, 1413, 1128, 108, 1129, 108, 42339, 2922, 42227, 2914, 65007616, 325132288, 35913303917, 45636650701, 9802520, 17009980, 2465253, 9734959, 646
50, 200000, 0, 16, 0.692512024, 0.031335143, 200102, 200842, 3184, 411895, 212207, 197021, 1175, 1292, 14, 1293, 14, 52198, 2862, 52005, 2852, 58621952, 318840832, 35369288852, 45460316687, 8088766, 14136623, 1912347, 7956530, 520
50, 200000, 0, 16, 0.688234107, 0.031463957, 199584, 200238, 3184, 410799, 211770, 196806, 1163, 1188, 124, 1185, 124, 52191, 2679, 52019, 2670, 58560512, 318836736, 35372664258, 45486822886, 8324727, 14113616, 1871950, 8418459, 489
50, 200000, 0, 16, 0.696851443, 0.030555658, 200111, 200796, 3185, 411820, 212368, 197012, 1060, 1421, 111, 1421, 111, 52224, 3205, 52044, 3194, 58560512, 318820352, 35351830169, 45454453819, 8184569, 14394935, 1987493, 8259493, 578
50, 200000, 0, 16, 0.700725232, 0.031030079, 199843, 200542, 3184, 411647, 212113, 197009, 1140, 949, 14, 948, 14, 52292, 3555, 52108, 3546, 58327040, 318820352, 35372022359, 45433069411, 8184537, 14236383, 1912472, 8196770, 638
50, 200000, 0, 16, 0.694663149, 0.029967884, 199724, 200378, 3184, 411220, 212028, 196822, 1062, 1252, 112, 1252, 112, 52293, 3118, 52118, 3113, 58589184, 318820352, 35383901033, 45382915590, 8451813, 14469736, 1838780, 8478257, 563
50, 200000, 0, 16, 0.691748145, 0.031344464, 200127, 200856, 3184, 412188, 212598, 197080, 1175, 1377, 88, 1377, 88, 52269, 2798, 52073, 2788, 58605568, 318836736, 35321923158, 45448392168, 7969421, 14265031, 1850266, 8062350, 508
50, 200000, 0, 16, 0.688058877, 0.031492737, 199681, 200340, 3185, 410518, 211265, 196709, 1085, 1132, 113, 1136, 113, 52369, 2615, 52195, 2606, 58576896, 318824448, 35362907224, 45363909161, 8449566, 14395120, 1963539, 8428585, 475
50, 200000, 0, 16, 0.685301436, 0.030796651, 199742, 200483, 3184, 411000, 211726, 196795, 1133, 1238, 217, 1237, 217, 52225, 2431, 52027, 2422, 58429440, 318836736, 35287653519, 45449957923, 8193827, 14019727, 1946685, 8075960, 445
50, 200000, 0, 16, 0.698963279, 0.030724028, 200167, 200778, 3185, 413189, 213859, 196996, 1145, 1485, 114, 1479, 114, 52354, 3299, 52190, 3289, 58241024, 318857216, 35324263641, 45461703505, 8123766, 14197820, 1850648, 8150168, 593
50, 200000, 0, 16, 0.689748995, 0.030685388, 200178, 200860, 3185, 412833, 213569, 197003, 1086, 1604, 113, 1604, 113, 52189, 2641, 52009, 2638, 58343424, 318857216, 35290547155, 45457081705, 8046263, 14129201, 1871284, 8067663, 487
100, 100000, 0, 16, 0.667355746, 0.014052378, 100137, 100887, 3184, 209708, 109761, 97015, 696, 972, 214, 972, 214, 101529, 4463, 100769, 4426, 45744128, 306089984, 34068431442, 45061784132, 4716814, 8799026, 895613, 4767434, 421
