Delay,Tasks,STasks,OS_Threads,Execution_Time_sec,Warmup_sec,cumulative,phases,objects,pending_accesses,pending_misses,stack_recycles,stack_unbinds,stolen_from_pending,stolen_from_staged,stolen_to_pending,stolen_to_staged,task_duration,task_overhead,phase_duration,phase_overhead,resident,virtual,TOT_CYC,TOT_INS,L2_TCM,L2_TCA,L3_TCM,L3_TCA,idle_rate
4, 2500000, 0, 2, 6.463952664, 0.332380377, 2500026, 2500045, 372, 5051034, 2554071, 2499669, 144925, 3097, 4929, 3097, 4929, 4474, 685, 4474, 685, 339013632, 478756864, 47285484800, 58968769652, 40588916, 86170353, 13254187, 40588876, 1327
4, 2500000, 0, 2, 6.386503594, 0.393881918, 2500025, 2500044, 368, 5051113, 2553884, 2499675, 126222, 2832, 6021, 2832, 6021, 4392, 691, 4392, 691, 338903040, 478896128, 47223993858, 59556034516, 38482452, 86158349, 11244214, 38484016, 1360
4, 2500000, 0, 2, 6.32209083, 0.305202115, 2480451, 2480473, 365, 5010566, 2530377, 2480263, 156607, 316, 2400, 316, 2600, 4386, 690, 4386, 690, 338710528, 477863936, 46756359166, 59119904071, 39964373, 83853991, 11283781, 39964585, 1359
4, 2500000, 0, 2, 6.364161066, 0.313796153, 2500026, 2500048, 375, 5051054, 2553377, 2499672, 144987, 2387, 5232, 2387, 5232, 4395, 678, 4395, 678, 338776064, 477724672, 46380151826, 58964692820, 37395844, 82580546, 9794961, 37397709, 1338
5, 2000000, 0, 2, 6.126050578, 0.270697032, 2000028, 2000055, 377, 4041185, 2042251, 1999658, 105505, 1137, 2300, 1136, 2300, 5392, 707, 5392, 707, 274739200, 414220288, 45361838900, 57917764474, 31269795, 68996779, 9222328, 31270459, 1160
5, 2000000, 0, 2, 6.112226188, 0.324121147, 2000026, 2000059, 373, 4041096, 2042983, 1999671, 100760, 1960, 4200, 1960, 4200, 5413, 687, 5413, 687, 274657280, 414220288, 45405245673, 57951995719, 32020351, 70661033, 9752450, 32022112, 1126
5, 2000000, 0, 2, 6.177689866, 0.313188847, 2000026, 2000043, 374, 4041034, 2045334, 1999659, 111178, 4364, 7700, 4364, 7700, 5451, 703, 5451, 703, 274436096, 414216192, 45805323644, 57794169607, 34574360, 70282113, 11830817, 34573936, 1143
5, 2000000, 0, 2, 6.171967718, 0.216256678, 2000027, 2000045, 371, 4040941, 2044336, 1999653, 126464, 3456, 6500, 3456, 6500, 5448, 702, 5448, 702, 274235392, 413302784, 45878509834, 57876358730, 33876130, 70083718, 11452507, 33875216, 1142
5, 2000000, 0, 2, 6.071517247, 0.251700926, 2000026, 2000060, 365, 4041111, 2043502, 1999678, 116052, 2468, 4500, 2468, 4500, 5385, 664, 5385, 664, 274673664, 413949952, 45076411303, 57930422814, 30810892, 65975661, 8676233, 30812932, 1097
5, 2000000, 0, 2, 6.180086512, 0.31507451, 2000027, 2000050, 370, 4041096, 2042813, 1999655, 111682, 1774, 7500, 1774, 7500, 5466, 692, 5466, 692, 274620416, 414220288, 45854851287, 57855287041, 33328103, 71680940, 11162334, 33328784, 1124
5, 2000000, 0, 2, 6.086015909, 0.259178163, 2000026, 2000044, 369, 4041067, 2043427, 1999654, 111111, 2410, 5238, 2410, 5238, 5401, 658, 5401, 658, 274558976, 414216192, 45118372253, 57910365434, 30609814, 66920448, 8151780, 30608890, 1086
5, 2000000, 0, 2, 6.106324687, 0.31226274, 2000025, 2000039, 374, 4041042, 2042829, 1999654, 94591, 1848, 4536, 1848, 4536, 5406, 675, 5406, 675, 274935808, 414355456, 45179152663, 57936328901, 31019152, 66687364, 8668440, 31018202, 1110
5, 2000000, 0, 2, 6.044443606, 0.193841989, 2000028, 2000051, 376, 4040957, 2043644, 1999653, 112175, 2754, 10427, 2754, 10427, 5355, 664, 5355, 664, 273973248, 413306880, 45051001601, 57934071564, 31229424, 68127839, 8808183, 31231252, 1103
5, 2000000, 0, 2, 6.179132895, 0.253474686, 2000028, 2000050, 373, 4041063, 2043468, 1999667, 121314, 2469, 5700, 2468, 5700, 5458, 700, 5457, 700, 274558976, 416301056, 45913421898, 57890732525, 33478281, 70100082, 11467411, 33478757, 1136
8, 1250000, 0, 2, 5.739966539, 0.181800856, 1250028, 1250054, 377, 2525994, 1276369, 1249658, 69136, 445, 1723, 444, 1723, 8458, 688, 8458, 688, 178196480, 316993536, 42854314967, 55433766658, 21868374, 44239783, 7555838, 21868109, 752
8, 1250000, 0, 2, 5.694985122, 0.201839877, 1250028, 1250046, 368, 2526014, 1276626, 1249655, 84587, 673, 900, 673, 900, 8410, 671, 8410, 671, 178221056, 317128704, 42563508622, 55468073644, 19851297, 43618774, 5540607, 19854191, 739
8, 1250000, 0, 2, 5.698128312, 0.156160248, 1246247, 1246254, 376, 2517447, 1271917, 1245959, 56498, 732, 1300, 732, 1300, 8438, 672, 8437, 672, 178130944, 317259776, 42615340584, 55280949051, 20777346, 43195382, 6947427, 20777921, 738
8, 1250000, 0, 2, 5.710748836, 0.197021737, 1250026, 1250052, 375, 2525964, 1276293, 1249652, 66663, 388, 5600, 388, 5600, 8409, 696, 8409, 696, 177926144, 317128704, 42789598792, 55421757569, 21566118, 44753745, 7135186, 21566877, 764
8, 1250000, 0, 2, 5.672339511, 0.164306036, 1250031, 1250044, 372, 2525919, 1276468, 1249649, 72214, 606, 1400, 606, 1400, 8379, 661, 8379, 661, 178163712, 317394944, 42343754999, 55440693823, 19391779, 41776144, 5252845, 19390024, 731
8, 1250000, 0, 2, 5.742896191, 0.201689449, 1250026, 1250047, 374, 2526398, 1277547, 1249683, 59219, 1209, 1900, 1209, 1900, 8459, 683, 8459, 683, 178249728, 317128704, 42934855876, 55394826526, 21721738, 45213513, 7623042, 21723005, 747
8, 1250000, 0, 2, 5.738163302, 0.169304084, 1250027, 1250044, 377, 2526022, 1276445, 1249666, 66214, 489, 2900, 489, 2900, 8470, 676, 8470, 676, 178167808, 317259776, 42843722098, 55419139665, 21138766, 44231234, 7093600, 21139079, 740
8, 1250000, 0, 2, 5.739988818, 0.187869286, 1250025, 1250052, 370, 2526051, 1277240, 1249660, 74746, 1259, 2338, 1259, 2338, 8462, 681, 8462, 681, 178253824, 317259776, 42859095336, 55437872430, 21111186, 44376328, 6985481, 21110944, 745
8, 1250000, 0, 2, 5.698675366, 0.197830016, 1250028, 1250043, 369, 2525926, 1277101, 1249662, 78306, 1231, 1800, 1231, 1800, 8403, 674, 8403, 674, 178298880, 317394944, 42346237479, 55211920149, 19958874, 43082160, 5762149, 19958589, 743
8, 1250000, 0, 2, 5.72121244, 0.194659131, 1250025, 1250038, 372, 2525969, 1276032, 1249659, 66403, 123, 3524, 123, 3524, 8451, 670, 8451, 670, 178225152, 319365120, 42708253052, 55422707436, 20770295, 43619914, 6677150, 20772209, 735
10, 1000000, 0, 2, 5.577004559, 0.159559069, 1000026, 1000058, 372, 2021062, 1021090, 999653, 60496, 103, 2100, 103, 2100, 10433, 673, 10432, 673, 145973248, 285372416, 41770393920, 54604930056, 17302644, 35281850, 5777603, 17303433, 606
10, 1000000, 0, 2, 5.537696808, 0.158304333, 1000026, 1000048, 372, 2021110, 1021058, 999676, 57528, 13, 0, 13, 0, 10381, 651, 10381, 651, 145985536, 285511680, 41457950502, 54589843182, 15351117, 33984937, 3835267, 15350789, 590
10, 1000000, 0, 2, 5.572882563, 0.156035945, 1000027, 1000048, 369, 2021135, 1021645, 999674, 55348, 573, 1732, 573, 1732, 10412, 688, 10412, 688, 145907712, 285511680, 41805353679, 54590519260, 17189170, 35264178, 5742543, 17190347, 619
10, 1000000, 0, 2, 5.577601271, 0.129807156, 1000024, 1000038, 373, 2021040, 1021072, 999656, 55580, 91, 2700, 91, 2700, 10439, 679, 10438, 679, 145952768, 285372416, 41765515434, 54572036486, 16538617, 35280361, 5350211, 16537936, 611
10, 1000000, 0, 2, 5.536129859, 0.118193835, 1000026, 1000050, 376, 2020995, 1021407, 999650, 52954, 468, 2400, 468, 2400, 10364, 670, 10364, 670, 145940480, 285507584, 41573814311, 54609528879, 16222024, 35384790, 4753041, 16222718, 607
10, 1000000, 0, 2, 5.580985713, 0.142649575, 1000027, 1000040, 373, 2020997, 1021212, 999672, 50253, 278, 1236, 278, 1236, 10431, 683, 10431, 683, 146046976, 285511680, 41757081402, 54585426130, 16937861, 35913787, 5538833, 16939084, 614
10, 1000000, 0, 2, 5.582359858, 0.146558362, 1000033, 1000042, 374, 2021037, 1021317, 999657, 52776, 347, 1300, 347, 1300, 10421, 676, 10421, 676, 146034688, 285372416, 41780015594, 54592334954, 17098736, 35330445, 5633540, 17099892, 609
10, 1000000, 0, 2, 5.568380788, 0.137492061, 1000028, 1000046, 372, 2021021, 1021434, 999654, 50315, 469, 1418, 469, 1418, 10433, 659, 10433, 659, 145989632, 285376512, 41631928617, 54520987508, 16243998, 35677917, 5072338, 16244265, 594
10, 1000000, 0, 2, 5.538911077, 0.111293825, 1000024, 1000033, 369, 2020982, 1022175, 999656, 65387, 1242, 1435, 1242, 1435, 10362, 669, 10362, 669, 145948672, 285507584, 41558509538, 54575462279, 15568590, 34277170, 4411285, 15569414, 606
10, 1000000, 0, 2, 5.572067661, 0.16152456, 1000026, 1000043, 370, 2020991, 1021557, 999655, 54900, 615, 1128, 615, 1128, 10428, 669, 10427, 669, 145965056, 285237248, 41866895463, 54622504501, 17240656, 35651954, 5862327, 17240927, 603
20, 500000, 0, 2, 5.280210953, 0.058485794, 500027, 500044, 372, 1011052, 511088, 499657, 23902, 95, 700, 95, 700, 20376, 665, 20375, 665, 81580032, 220950528, 39860947046, 53007300627, 8315387, 18221636, 2620766, 8316041, 316
20, 500000, 0, 2, 5.268334849, 0.064507802, 500025, 500050, 368, 1010954, 510960, 499660, 28856, 77, 400, 77, 400, 20326, 662, 20325, 662, 81600512, 221089792, 39742316502, 52995066602, 8057110, 17424231, 2150353, 8057918, 315
20, 500000, 0, 2, 5.270999657, 0.079109541, 500023, 500036, 378, 1010991, 511085, 499666, 23771, 147, 228, 147, 228, 20329, 662, 20329, 662, 81596416, 220954624, 39316665154, 52432020749, 8133044, 17543146, 2161436, 8133767, 315
20, 500000, 0, 2, 5.271262922, 0.082620968, 500026, 500076, 376, 1011155, 511395, 499676, 28805, 329, 100, 329, 100, 20354, 665, 20352, 665, 81518592, 220950528, 38881931159, 51783582074, 8330285, 17988526, 2432478, 8331603, 316
20, 500000, 0, 2, 5.265729114, 0.077971044, 500026, 500047, 371, 1010998, 511001, 499655, 28772, 64, 21, 64, 21, 20321, 655, 20320, 655, 81580032, 220950528, 39636660318, 52914681009, 7813704, 17478492, 1945729, 7814134, 312
20, 500000, 0, 2, 5.251743488, 0.045707695, 500026, 500049, 373, 1011030, 511364, 499655, 27619, 389, 352, 389, 352, 20306, 638, 20305, 638, 81539072, 221237248, 39627913386, 52955561814, 7725268, 16959793, 1918369, 7726414, 304
20, 500000, 0, 2, 5.254300709, 0.051221952, 500028, 500050, 370, 1011107, 511137, 499673, 28986, 95, 828, 95, 828, 20311, 633, 20310, 633, 81571840, 221224960, 39664182479, 52995423280, 7835673, 16959348, 1945611, 7835785, 302
20, 500000, 0, 2, 5.277154784, 0.04402115, 500024, 500036, 368, 1011135, 511264, 499668, 28965, 189, 847, 189, 847, 20336, 679, 20335, 679, 81551360, 220954624, 39320818129, 52310728916, 8556183, 17576051, 2706613, 8558495, 323
20, 500000, 0, 2, 5.266241933, 0.050676935, 500027, 500048, 376, 1011129, 511265, 499653, 27698, 189, 748, 189, 748, 20301, 665, 20300, 665, 81539072, 221102080, 39672744099, 52901287186, 7929101, 17679308, 2075650, 7929420, 317
20, 500000, 0, 2, 5.286352885, 0.084919724, 500028, 500042, 377, 1011013, 511108, 499670, 25009, 156, 252, 156, 252, 20404, 675, 20403, 675, 81559552, 221085696, 39862112452, 52930749490, 8710987, 18594348, 2738895, 8711233, 320
25, 400000, 0, 2, 5.220351536, 0.067704439, 400027, 400046, 372, 809004, 408965, 399665, 23011, 21, 200, 21, 200, 25342, 658, 25340, 658, 68677632, 208371712, 39351733629, 52631186352, 6488936, 14008563, 1640181, 6488899, 253
25, 400000, 0, 2, 5.22636455, 0.059150282, 400026, 400041, 373, 809036, 409185, 399652, 20085, 129, 300, 129, 300, 28347, 739, 28346, 739, 68710400, 208506880, 39270451297, 52442560177, 6775206, 14460208, 1973490, 6776891, 254
25, 400000, 0, 2, 5.217189658, 0.050761576, 400026, 400039, 374, 808941, 408969, 399665, 21076, 84, 300, 85, 300, 25319, 660, 25318, 660, 68689920, 208486400, 39366202365, 52613507667, 6579226, 14192983, 1789620, 6579939, 254
25, 400000, 0, 2, 5.21315365, 0.0438375, 400027, 400049, 375, 808961, 409015, 399656, 20114, 122, 500, 122, 500, 25320, 654, 25318, 654, 68661248, 208355328, 39315434632, 52590791456, 6497504, 13914198, 1735689, 6501979, 252
25, 400000, 0, 2, 5.210792262, 0.045073224, 400027, 400048, 376, 808948, 408984, 399662, 17122, 99, 600, 96, 600, 25295, 645, 25294, 645, 68669440, 208490496, 39371444894, 52653664917, 6534116, 14004557, 1792593, 6534852, 248
25, 400000, 0, 2, 5.242512027, 0.077427115, 400026, 400057, 374, 809048, 409155, 399667, 20052, 171, 200, 171, 200, 25491, 666, 25489, 666, 68694016, 208506880, 39461612406, 52590231299, 6985479, 14675764, 2244704, 6985333, 254
25, 400000, 0, 2, 5.21966148, 0.061076707, 400026, 400047, 369, 808928, 408962, 399661, 23074, 96, 133, 96, 133, 25350, 648, 25349, 648, 68698112, 208625664, 39344141157, 52638824423, 6323554, 13871182, 1648626, 6326906, 249
25, 400000, 0, 2, 5.222799979, 0.044809228, 400027, 400054, 365, 809011, 409087, 399671, 30121, 145, 300, 145, 300, 25334, 661, 25333, 661, 68661248, 208367616, 39460652845, 52662577268, 6801172, 14807202, 2102559, 6799633, 254
25, 400000, 0, 2, 5.219518794, 0.060190759, 400026, 400044, 379, 808962, 409051, 399654, 17039, 139, 100, 139, 100, 25367, 648, 25367, 648, 68706304, 208236544, 39307059653, 52607181835, 6240235, 13825595, 1511200, 6239026, 249
25, 400000, 0, 2, 5.209434749, 0.039049367, 400027, 400054, 372, 808912, 408949, 399675, 23152, 102, 600, 102, 600, 25332, 652, 25331, 652, 68694016, 208502784, 39350266408, 52663866455, 6429176, 13809506, 1696417, 6429080, 251
40, 250000, 0, 2, 5.141364029, 0.029142659, 250026, 250049, 381, 505758, 255723, 249652, 10055, 19, 200, 19, 200, 40306, 653, 40303, 652, 49360896, 188416000, 38891787947, 52150446532, 4416831, 9357357, 1263549, 4416024, 159
40, 250000, 0, 2, 5.132156426, 0.024053313, 250027, 250060, 371, 505742, 255787, 249655, 13189, 111, 130, 111, 130, 40267, 651, 40262, 651, 49356800, 188301312, 38777861526, 52101210613, 4084121, 8918942, 894631, 4086215, 159
40, 250000, 0, 2, 5.139225271, 0.022693633, 250027, 250048, 373, 505844, 255874, 249655, 13817, 94, 200, 95, 200, 40332, 650, 40329, 650, 49328128, 188145664, 38846199506, 52134905763, 4348843, 8983704, 1176694, 4348557, 158
40, 250000, 0, 2, 5.135382915, 0.02725463, 250032, 250055, 373, 505739, 255714, 249649, 13184, 48, 136, 48, 136, 40244, 668, 40240, 668, 49344512, 188280832, 38792302615, 52070496362, 4236522, 9044621, 1035662, 4238016, 163
40, 250000, 0, 2, 5.153910602, 0.051173283, 250028, 250047, 373, 505877, 255832, 249656, 11913, 20, 57, 20, 57, 40401, 680, 40398, 680, 49360896, 188162048, 38932540136, 52112858005, 4729193, 9839106, 1466526, 4730389, 165
40, 250000, 0, 2, 5.146725519, 0.051975082, 250026, 250045, 378, 505792, 255864, 249658, 11911, 128, 27, 128, 27, 40349, 646, 40346, 646, 49348608, 188284928, 38866136601, 52102314691, 4446884, 9289643, 1269343, 4450379, 157
40, 250000, 0, 2, 5.137244882, 0.040600974, 250026, 250044, 377, 505729, 255700, 249676, 13155, 26, 0, 26, 0, 40276, 654, 40273, 654, 49364992, 188162048, 38860477181, 52150854523, 4180630, 9191658, 1104000, 4181087, 159
40, 250000, 0, 2, 5.134932819, 0.038781191, 250026, 250088, 369, 505768, 255740, 249660, 14400, 76, 0, 76, 0, 44906, 722, 44894, 722, 49360896, 188297216, 38869756040, 52184164032, 4330041, 9159751, 1122902, 4332465, 158
40, 250000, 0, 2, 5.130344296, 0.039042509, 250026, 250087, 377, 505836, 255866, 249658, 13173, 128, 100, 128, 100, 40254, 650, 40244, 650, 49340416, 188297216, 38795453774, 52135917300, 3970946, 8896289, 857538, 3973926, 158
40, 250000, 0, 2, 5.147250067, 0.039859486, 250029, 250047, 369, 505696, 255700, 249652, 13808, 60, 123, 60, 123, 40310, 670, 40307, 670, 49393664, 188706816, 38595620568, 51721116620, 4600862, 9645613, 1307899, 4601969, 163
50, 200000, 0, 2, 5.114268538, 0.025453285, 200027, 200050, 377, 404673, 204669, 199661, 10533, 49, 33, 51, 33, 50220, 670, 50213, 670, 42958848, 181989376, 38745222236, 52013163732, 3667306, 7889415, 1069154, 3666690, 131
50, 200000, 0, 2, 5.107830236, 0.020587134, 200027, 200055, 376, 404678, 204726, 199666, 11045, 115, 35, 115, 35, 50266, 672, 50259, 672, 42913792, 182124544, 37949740621, 51038984148, 3293509, 7418980, 714370, 3294845, 132
50, 200000, 0, 2, 5.102919921, 0.017896961, 200028, 200047, 377, 404627, 204581, 199657, 10566, 15, 145, 15, 145, 50256, 653, 50251, 653, 42872832, 181989376, 38320465074, 51576786793, 3199710, 7288624, 641598, 3200646, 128
50, 200000, 0, 2, 5.100779297, 0.030576514, 200027, 200071, 366, 404741, 204729, 199691, 11546, 73, 77, 73, 77, 50146, 639, 50136, 639, 42885120, 181989376, 38618692149, 52002050139, 3254383, 7024320, 590544, 3253770, 126
50, 200000, 0, 2, 5.118876333, 0.035671373, 200031, 200054, 376, 404484, 204450, 199661, 10535, 32, 62, 32, 62, 55582, 774, 55576, 774, 42876928, 181854208, 38774988010, 52023302399, 3829240, 8047719, 1159884, 3830668, 137
50, 200000, 0, 2, 5.10951552, 0.016962768, 200029, 200075, 374, 404734, 204788, 199672, 11551, 142, 58, 142, 58, 50162, 660, 50149, 659, 42897408, 182165504, 38654811120, 51958672308, 3430463, 7290522, 873678, 3429009, 129
50, 200000, 0, 2, 5.10830481, 0.020290555, 200023, 200035, 375, 404562, 204557, 199659, 10048, 39, 100, 39, 100, 50229, 653, 50225, 653, 42909696, 184094720, 38645127361, 51989229419, 3235087, 7205773, 716439, 3234788, 128
50, 200000, 0, 2, 5.105639112, 0.017887627, 200028, 200059, 369, 404285, 204281, 199671, 12552, 75, 100, 75, 100, 50231, 657, 50223, 657, 42881024, 181977088, 38645078284, 52004039428, 3372614, 7162097, 677977, 3373629, 129
50, 200000, 0, 2, 5.105072106, 0.035554852, 200026, 200047, 372, 404569, 204652, 199677, 11046, 144, 168, 144, 168, 50202, 646, 50197, 646, 42897408, 181854208, 38595659996, 51953225063, 3182779, 7070005, 621543, 3184252, 127
50, 200000, 0, 2, 5.107463817, 0.021386426, 200026, 200046, 378, 404531, 204557, 199673, 9016, 94, 0, 94, 0, 55747, 717, 55741, 717, 42930176, 181854208, 38623457106, 51979730435, 3290890, 7136587, 649537, 3290602, 127
100, 100000, 0, 2, 5.056969286, 0.010868655, 100026, 100041, 376, 202446, 102462, 99657, 5296, 62, 100, 62, 100, 99977, 679, 99961, 679, 30048256, 169545728, 38297474842, 51654654330, 1707289, 3822061, 364671, 1709062, 67
100, 100000, 0, 2, 5.051550817, 0.007428227, 100052, 100087, 373, 202286, 102228, 99689, 5775, 31, 0, 31, 0, 99903, 652, 99866, 652, 30035968, 171495424, 38241957234, 51601982263, 1581180, 3644303, 282376, 1579490, 64
100, 100000, 0, 2, 5.058840053, 0.018124339, 100051, 100146, 374, 202444, 102315, 99671, 5272, 5, 0, 5, 0, 99987, 682, 99891, 681, 29995008, 169123840, 38345121443, 51654802901, 1930890, 4120664, 544899, 1934105, 67
100, 100000, 0, 2, 5.055771438, 0.022181566, 100027, 100046, 373, 202477, 102466, 99671, 6279, 50, 0, 50, 0, 99962, 668, 99941, 668, 30023680, 169545728, 38238492968, 51589695809, 1658576, 3753481, 292587, 1659012, 66
